order_id,email,transaction_timestamp,total_item_quantity,purchase_revenue_in_usd,unique_items,items
286161,martinlarry@spencer-dougherty.org,1592526174228331,1,1195,1,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]"
286857,brianna46@smith.net,1592534982402295,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
337676,brownpam@rose-lewis.com,1592911064471848,1,1075.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1}]"
288158,monicawallace74@gmail.com,1592558498262484,2,1254,2,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1},{""coupon"":null,""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59,""price_in_usd"":59,""quantity"":1}]"
315511,lrobertson@miller.com,1592749056184440,1,1075.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1}]"
314335,elizabeth728@gmail.com,1592741691113608,1,1075.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1}]"
323391,karen68@bullock-clark.net,1592787008940104,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
288434,marcusdawson@douglas-marshall.com,1592562110949689,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
322826,nelsonkaren@stanley-hernandez.biz,1592782448658264,1,53.1,1,"[{""coupon"":""NEWBED10"",""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":53.1,""price_in_usd"":59,""quantity"":1}]"
323670,knightmichelle@hotmail.com,1592789722306158,1,53.1,1,"[{""coupon"":""NEWBED10"",""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":53.1,""price_in_usd"":59,""quantity"":1}]"
289741,ncooper@ruiz.com,1592573662278577,1,1195,1,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]"
331912,mooremichael@garcia.org,1592856496974118,1,940.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]"
289395,zmathews@lopez.biz,1592571215467982,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
301623,alexanderswanson@nichols.com,1592660344454582,1,1075.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1}]"
327001,terrancepalmer@gmail.com,1592831583023804,1,940.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]"
289277,kingsuzanne@mendez-greene.net,1592570283580996,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
289587,fdavis10@gmail.com,1592572628842946,1,119,1,"[{""coupon"":null,""item_id"":""P_DOWN_S"",""item_name"":""Standard Down Pillow"",""item_revenue_in_usd"":119,""price_in_usd"":119,""quantity"":1}]"
290388,tharris@murray-robinson.net,1592577523138610,1,945,1,"[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]"
325037,cheyenne23@george.com,1592809486513389,1,1795.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1795.5,""price_in_usd"":1995,""quantity"":1}]"
289653,steve88@bridges.com,1592573089444964,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
290350,nmontgomery@aguilar-moon.com,1592577383162185,1,945,1,"[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]"
327429,vickiecase@hotmail.com,1592834578524218,1,850.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":850.5,""price_in_usd"":945,""quantity"":1}]"
307386,shane90@robertson.com,1592682115071981,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
325919,brandy30@bradford.com,1592821971859541,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
326589,wcurtis@marshall.info,1592828525548638,2,1071,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":1071,""price_in_usd"":595,""quantity"":2}]"
290922,ebennett@gmail.com,1592580389359116,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
325354,james80@gray.com,1592814622637515,1,1525.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1525.5,""price_in_usd"":1695,""quantity"":1}]"
291467,nford@stevens.com,1592582900200979,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
291551,greenpatricia@bennett.org,1592583234998994,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
290849,kristen98@miller-bush.com,1592580019049641,1,945,1,"[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]"
291457,nicole7443@gmail.com,1592582822462306,1,59,1,"[{""coupon"":null,""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59,""price_in_usd"":59,""quantity"":1}]"
291762,rcrawford@white.info,1592584118824756,1,945,1,"[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]"
292364,andrea23@yahoo.com,1592586735315773,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
291586,rickphillips@gmail.com,1592583368284802,1,1695,1,"[{""coupon"":null,""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1695,""price_in_usd"":1695,""quantity"":1}]"
292650,annhansen@kelly.com,1592588151187840,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
293240,johnsonjoshua52@hotmail.com,1592590539320018,1,1095,1,"[{""coupon"":null,""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095,""price_in_usd"":1095,""quantity"":1}]"
337486,sharonberry@gmail.com,1592909358370500,1,940.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]"
293087,christensenlinda@gmail.com,1592589946299964,1,1195,1,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]"
292902,christy63@garcia.info,1592589195843004,1,1695,1,"[{""coupon"":null,""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1695,""price_in_usd"":1695,""quantity"":1}]"
325515,brian06@harrison-hart.com,1592816869536556,2,1071,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":1071,""price_in_usd"":595,""quantity"":2}]"
292883,jgonzales@green-mcpherson.com,1592589077073101,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
312384,castanedaemma@gmail.com,1592718955859024,1,1075.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1}]"
333693,mirandaball@yahoo.com,1592866027292933,2,903.6,2,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":850.5,""price_in_usd"":945,""quantity"":1},{""coupon"":""NEWBED10"",""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":53.1,""price_in_usd"":59,""quantity"":1}]"
337526,ybarnes@green.info,1592909794354954,1,940.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]"
351650,qreyes@yahoo.com,1593007401747645,1,71.10000000000001,1,"[{""coupon"":""NEWBED10"",""item_id"":""P_FOAM_K"",""item_name"":""King Foam Pillow"",""item_revenue_in_usd"":71.10000000000001,""price_in_usd"":79,""quantity"":1}]"
294408,dsmith@watkins-macdonald.com,1592595507156908,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
321141,hawkinsmichael@higgins.biz,1592772716652432,1,1075.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1}]"
335460,zachary49@turner.biz,1592882981671700,2,1071,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":1071,""price_in_usd"":595,""quantity"":2}]"
337012,aatkinson@mcintyre.com,1592903856234990,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
338186,princejoshua@hotmail.com,1592915074188969,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
294825,smithrobert@johnson.com,1592597417027354,1,1195,1,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]"
337714,davisnathaniel@hanson.com,1592911305906302,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
336208,mayerstephen@ray-curtis.com,1592893290140711,2,1971,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1971,""price_in_usd"":1095,""quantity"":2}]"
315075,twilliams@hernandez.info,1592746630685628,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
337786,moorejill@howard-hamilton.com,1592911934469919,2,1182.6,2,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1},{""coupon"":""NEWBED10"",""item_id"":""P_DOWN_S"",""item_name"":""Standard Down Pillow"",""item_revenue_in_usd"":107.10000000000001,""price_in_usd"":119,""quantity"":1}]"
329565,jennifer24@gordon.com,1592845733594500,1,1075.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1}]"
296154,jilljohnson78@gmail.com,1592604357080431,1,59,1,"[{""coupon"":null,""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59,""price_in_usd"":59,""quantity"":1}]"
296113,lambstephanie@gmail.com,1592604151691344,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
326545,wrightdavid@grant-johnson.com,1592828138579847,2,588.6,2,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1},{""coupon"":""NEWBED10"",""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":53.1,""price_in_usd"":59,""quantity"":1}]"
334891,sspencer@evans.biz,1592876045459716,1,1075.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1}]"
296480,madeline73@delgado.com,1592606270750843,1,1095,1,"[{""coupon"":null,""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095,""price_in_usd"":1095,""quantity"":1}]"
335274,brooke82@gmail.com,1592880223801701,2,1146.6,2,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1},{""coupon"":""NEWBED10"",""item_id"":""P_FOAM_K"",""item_name"":""King Foam Pillow"",""item_revenue_in_usd"":71.10000000000001,""price_in_usd"":79,""quantity"":1}]"
296840,devans@gmail.com,1592608762463010,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
296104,tcook@bryan.net,1592604093469616,2,1354,2,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1},{""coupon"":null,""item_id"":""P_DOWN_K"",""item_name"":""King Down Pillow"",""item_revenue_in_usd"":159,""price_in_usd"":159,""quantity"":1}]"
295503,logandonald@hancock.com,1592600727365248,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
296157,stevensonjulie@gmail.com,1592604371226651,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
337171,angelica32@porter-cooper.info,1592905805416326,1,1075.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1075.5,""price_in_usd"":1195,""quantity"":1}]"
296144,gphillips84@yahoo.com,1592604319828934,1,1795,1,"[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1}]"
323625,perezwayne@kelly.info,1592789237450477,1,1795.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1795.5,""price_in_usd"":1995,""quantity"":1}]"
296920,zacharymiller@sanchez.com,1592609304727418,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
297000,matthew43@neal.com,1592610025603107,1,1195,1,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]"
326399,ijones39@gmail.com,1592826732847048,1,850.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":850.5,""price_in_usd"":945,""quantity"":1}]"
297206,angelaacevedo@yahoo.com,1592611635356152,1,1795,1,"[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1}]"
297707,erinroberson@gmail.com,1592616319171188,1,1195,1,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]"
338351,johnburgess@henry.com,1592916381968356,1,1795.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1795.5,""price_in_usd"":1995,""quantity"":1}]"
336107,hughesdale@gonzalez-caldwell.com,1592891731494339,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
297671,jayolsen@gmail.com,1592615950271540,1,945,1,"[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]"
335402,katie99@hotmail.com,1592882076957685,1,1795.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1795.5,""price_in_usd"":1995,""quantity"":1}]"
297501,leesherry@yahoo.com,1592614312761942,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
324603,michaelthompson@flores.com,1592802688212329,1,940.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]"
333810,wuchristy@hotmail.com,1592866788576923,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
298015,david57@hill.com,1592620396363412,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
299372,richardkey@gmail.com,1592642212035012,1,1795,1,"[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1}]"
300507,jacob29@allison-simon.com,1592653553007359,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
327527,manuel07@hotmail.com,1592835159869443,1,850.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":850.5,""price_in_usd"":945,""quantity"":1}]"
300636,aevans@velazquez.org,1592654461728958,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
335495,fwebb@barnes.com,1592883456423552,1,940.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]"
300991,qshepherd@hansen.com,1592656703611185,1,1195,1,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]"
332396,vasquezmicheal@morrison-russell.biz,1592858750467930,1,1795.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1795.5,""price_in_usd"":1995,""quantity"":1}]"
300946,gabriella74@stout.com,1592656531816789,1,1195,1,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]"
301030,danielle05@hotmail.com,1592656938830810,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
338024,alexandra33@flores.info,1592913857003593,2,1047.6,2,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1},{""coupon"":""NEWBED10"",""item_id"":""P_DOWN_S"",""item_name"":""Standard Down Pillow"",""item_revenue_in_usd"":107.10000000000001,""price_in_usd"":119,""quantity"":1}]"
301383,oconley@hotmail.com,1592659010491568,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
301728,nbecker55@hotmail.com,1592660931310803,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
346249,qthomas@norman.net,1592954036024511,1,1795.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1795.5,""price_in_usd"":1995,""quantity"":1}]"
341687,leeteresa@schroeder-vasquez.biz,1592932808566799,1,53.1,1,"[{""coupon"":""NEWBED10"",""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":53.1,""price_in_usd"":59,""quantity"":1}]"
333988,michael42@evans-houston.com,1592868162827364,1,850.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":850.5,""price_in_usd"":945,""quantity"":1}]"
335716,lgolden@scott.net,1592886428255041,1,985.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":985.5,""price_in_usd"":1095,""quantity"":1}]"
324993,woodmichael@hotmail.com,1592808758191177,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
302531,wilsonmelissa@bailey-lambert.com,1592664405038761,2,2290,2,"[{""coupon"":null,""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1695,""price_in_usd"":1695,""quantity"":1},{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
339080,michael4756@hotmail.com,1592920871698924,1,940.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]"
301675,alexanderangela@mathews-meyer.com,1592660621443905,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
324886,peter70@yahoo.com,1592807049939406,2,1071,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":1071,""price_in_usd"":595,""quantity"":2}]"
302074,briansharp@leon.com,1592662494373072,1,1195,1,"[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]"
349828,mary9483@gmail.com,1592993125798170,1,940.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]"
302521,wsmith95@gmail.com,1592664363330079,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
352014,lopezbrian@gmail.com,1593009580770790,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
302228,whitney39@marshall-barnett.info,1592663170496105,1,1045,1,"[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]"
359400,trevormaldonado@gmail.com,1593050375463314,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
329466,moyerdawn@yahoo.com,1592845339708106,1,535.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595,""quantity"":1}]"
370683,robert83@proctor-johnston.com,1593140728815760,1,1615.5,1,"[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1615.5,""price_in_usd"":1795,""quantity"":1}]"
302601,angelajones58@gmail.com,1592664670112982,1,595,1,"[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]"
